%eval_id interface            finthick           wallthick            finwidth           wallwidth          deltatheta            deltaphi       obj_fn_1       obj_fn_2       obj_fn_3       obj_fn_4 
1           MOGA_E    3.07189215350519    4.04272952538111                   3                   8                   2                   2            0.861188            27118780            8.162125             309.382 
2           MOGA_E     3.0863306816138    7.24733925296335                   4                   2                   5                   4             0.53206             5784004            4.691476             432.288 
3           MOGA_E    3.13997212524525    9.16017979297795                   9                   3                   3                   9            0.671733            16303260            0.880236             525.124 
4           MOGA_E    3.16738933472307     11.509060187968                   6                   6                   5                   5            0.875267            220075.9            5.364273             1734.71 
5           MOGA_E       3.20922234897    5.25040476315208                   6                   4                   6                   4            0.466571            991141.2            5.513815             527.363 
6           MOGA_E    3.23670036496441    5.83029561994145                   9                   1                   4                   4            0.228942            17178550            3.571196             367.819 
7           MOGA_E    3.25311873632163    8.97956461132484                   8                   8                   8                   5            0.781018            77376.27           16.749566             2148.68 
8           MOGA_E    3.25386059342598    7.78268129182173                   5                  11                   6                   9            0.886181            237219.2            1.594164             1543.53 
9           MOGA_E    3.27545185213697     5.6272472844586                   5                  10                   9                   6            0.733544            142658.8           12.336695             1253.27 
10          MOGA_E     3.3255196420129    4.63510566280927                   7                   6                   4                   2            0.483455            917536.8           16.432241              460.58 
11          MOGA_E     3.3619435040103    10.4952915084992                   2                   1                   3                   6            0.629289            60137210            2.373223             348.414 
12          MOGA_E    3.42184013147924    9.60204684762379                   5                   7                   2                   5            0.903141             3197221            1.549649             695.985 
13          MOGA_E    3.44363415680995      6.913987761789                   7                   7                   4                   8            0.764538            194329.1            2.315274             758.444 
14          MOGA_E    3.48539216559631    4.60721562179141                   5                   1                   6                  10            0.283386            13863410            1.818051             404.803 
15          MOGA_E    3.48797534242644    5.14806833031963                   1                   6                   9                  10             0.94596             6826035              2.5637             749.535 
16          MOGA_E    3.54289833295294    10.0825739847881                   4                   7                   6                   2                 inf                 inf                 inf                 inf 
17          MOGA_E    3.72056791266453    3.07897850362536                   2                   6                   3                   4            0.700339            15826570            3.241137             286.928 
18          MOGA_E    3.73441852570252    9.37181992706462                  10                   9                   5                   4            0.723914            80348.93            7.510535             1725.47 
